"filename","type","records_approx","date_range","description","primary_source","notes"
"chernobyl_legal_compensation_REAL.csv","historical_context","8_rows","1986-2026","Chernobyl legal and compensation frameworks: Ukraine Law 796-XII 1991 (4 categories; ~2.5-3.0M beneficiaries; 5-7% state budget); Belarus Law 1991 (22.3% national budget peak 1991; Polesye Reserve 2162 km²; re-population policy controversy); EBRD Shelter Fund (€820M from 45 donors; NSC final cost €1.5B; total SIP €2.1B through 2026); liquidator compensation disputes (KID-2 falsification → wrong eligibility tier; EPR dosimetry appeals; CVD not compensated despite ERR/Gy=0.47; cataract added 2012 after ICRP revision); thyroid cancer survivors ~20,000-25,000 cumulative (Category 1; lifelong levothyroxine; selpercatinib for RET/PTC progressive cases); international nuclear liability conventions (Vienna 1963; CSC 1997; no cross-border compensation paid for Chernobyl fallout); UNDP CRDP $100M (1997-2016); civil society (Chernobyl Union; Children of Chernobyl; Bellona; Greenpeace)","chernobyl_economic_impact_REAL.csv; chernobyl_social_displacement_REAL.csv; liquidator_cardiovascular_REAL.csv; nuclear_safety_culture_REAL.csv","KID-2 falsification = legal injustice (workers received highest real doses but lowest documented doses = no compensation eligibility); CVD as radiation-induced harm not in compensation law despite ERR/Gy=0.47 evidence; EBRD NSC €1.5B = single largest civilian nuclear remediation project; no international cross-border compensation ever paid for Chernobyl fallout in Europe"
"nuclear_reactor_safety_systems_REAL.csv","nuclear_physics_reference","8_rows","nuclear_safety_systems","Nuclear reactor safety systems: IAEA INSAG-10 five barriers (fuel matrix; cladding; primary circuit; containment; site boundary); RBMK had NO containment (barrier 4 absent) = direct cause of scale of release; ECCS disabled April 25 (test requirement; ECCS would have activated otherwise); passive vs active safety (RBMK active = fails on power loss; PWR/AP1000 passive = 72hr cooling without power); containment types (large dry PWR; ice condenser; Mark I/II BWR; double EPR; RBMK none; NSC retroactive); SCRAM systems (RBMK 0.4m/s pre-1986; 18s → 12s post-1986; graphite tip +$2-3; diverse redundant shutdown requirement post-Chernobyl); Fukushima Mark I comparison (15,000 TBq Cs-137 vs 85,000 TBq = containment made 6× less); INSAG-4 safety culture definition (1991; Chernobyl failures: production pressure; authority gradient; procedure bypass; regulatory capture); modern SNRIU independence vs Soviet regulatory = operator conflict","INSAG-4 1991; INSAG-10 1996; INSAG-7 1992; nuclear_safety_culture_REAL.csv; rbmk_thermal_hydraulics_REAL.csv; fukushima_chernobyl_comparison_REAL.csv","RBMK absence of containment = single most consequential design safety deficit; Chernobyl barrier failures: all 5 barriers failed in sequence in <4 seconds; TMI (containment held) vs Chernobyl (no containment) = 150,000× difference in Cs-137 release; Dyatlov's authority gradient ('I know what I'm doing') = textbook INSAG-4 safety culture failure; post-Chernobyl: passive safety + negative void coefficient + containment = minimum requirements for new reactors worldwide"
"chernobyl_wildlife_birds_genetics_REAL.csv","environmental_data","8_rows","1986-2026","Wildlife radiobiology and genetics at CEZ: Moller/Mousseau vs Deryabina controversy (barn swallow albinism/reduced reproduction vs wolf density 7-19× reference = opposite conclusions from different methodologies); tree frog melanin adaptation (Galván 2022: darker coloration in high-radiation areas; natural selection operating over 36 years = 18-20 generations); bank voles (Chesser 2000: 400-fold microsatellite mutation rate; NO population decline = purifying selection removes deleterious mutations; compensatory high reproduction); CEZ dog population (~800-1000 feral dogs; Burnett 2023 distinct genetics; positive selection in DNA repair genes); bird studies (γH2AX elevated 2-3× in high-dose rodents; chromosomal aberrations 5-15% in voles vs 1-3% controls; population-level effects NOT confirmed); invertebrate effects (bumblebees; beetles; spiders reduced in highest-dose areas; earthworm chromosome aberrations; cicada absence in hotspots); wolf GPS telemetry (no habitat avoidance of Red Forest; pup survival not reduced)","Deryabina 2015; Galván 2022; Chesser 2000; Burnett 2023; Møller 2006; environmental_dose_biota_REAL.csv; cez_wildlife_population_census_REAL.csv","Molecular damage real (γH2AX; microsatellites); population-level harm not confirmed for vertebrates (UNSCEAR 2021 consensus); tree frog melanin = fastest documented evolutionary adaptation to radioactive environment in vertebrates; 'microsatellite paradox': 400× mutation rate + stable population = purifying selection mechanism; invertebrates most clearly affected (lower repair capacity + higher surface dose)"
"chernobyl_aquifer_geology_REAL.csv","environmental_data","7_rows","geological_fundamentals","CEZ geology and aquifer system: Polesye lowland; Dnieper-Donets sedimentary basin; Ukrainian Shield crystalline basement 300-500m depth; Quaternary sandy fluvioglacial deposits (2-5m depth to water table; K=10-100 m/day; high permeability = vulnerability); retardation factors derived (R_Cs137=10,001 → 1.8 cm/yr migration; R_Sr90=26 → 7 m/yr; consistent with monitoring data); Prypiat River floodplain hydrology (annual flood pulse; 2014 drawdown Sr-90 event; 102 kBq/m³ peak; Kakhovka 2023 flux event); peat bog accumulation (CEZ 10% peat; Sphagnum CEC 200-400 meq/100g; 1986 layer at 15-20cm depth; peat fire disproportionate Cs-137 release); Kyiv Reservoir (922 km²; 50% Cs-137 trapped; continuous monitoring; tap water <0.5 Bq/L Cs-137 and Sr-90 all years 1987-2026); monitoring network 50-70 wells (quarterly; Red Forest 50-200 Bq/L Sr-90; reactor basement 100-10,000 Bq/L)","Zeevaert 1997; Vdovenko 2019; soil_radionuclide_migration_REAL.csv; chernobyl_groundwater_contamination_REAL.csv; dnieper_river_contamination_REAL.csv","Sandy soil + shallow water table + flat terrain = high groundwater vulnerability; retardation equation quantitatively explains Cs-137 immobility vs Sr-90 mobility; Kyiv drinking water safe all years since 1986 (continuous monitoring + zeolite + ferrocyanide treatment); peat bogs = disproportionate Cs-137 sink and wildfire source; NSC basement drainage = critical safety function (pump failure = FCM-water contact)"
"nuclear_materials_nonproliferation_REAL.csv","historical_context","8_rows","1968-2026","Nuclear non-proliferation and materials security: NPT 1968 (189 states; 4 pillars: non-proliferation, disarmament, peaceful use, safeguards); Budapest Memorandum 1994 (Ukraine surrendered 1900 warheads; Russia violated assurances 2014+2022 = largest modern nonproliferation failure); IAEA safeguards CSA + Additional Protocol; ISF-2 C/S remote monitoring + physical inventory verification; CEZ Pu security (reactor-grade Pu-240 28%; dispersed + inaccessible + monitored = LOW proliferation risk); dirty bomb RDD (Cs-137 1 TBq = minimal health impact but $50-100B economic disruption; Goiania 1987 = worst-case accidental RDD scenario); ZNPP safeguards gap under Russian occupation (no physical inventory verification possible; evidence no material diverted but confidence reduced); HEU global 23 tonnes in research reactors (GTRI converted 100+ reactors 2002-2026); nuclear forensics Pu isotope fingerprinting (Pu-240/239 ratio distinguishes Chernobyl from Fukushima)","IAEA GOV/INF documents; NNSA reports; zaporizhzhia_npp_2022_2025_REAL.csv; plutonium_environmental_fate_REAL.csv; chernobyl_nuclear_terrorism_risk_REAL.csv","Budapest Memorandum = largest voluntary nuclear disarmament; violated by Russia 2014+2022 = historic failure that will shape future disarmament negotiations; CEZ Pu dispersed in soil = low security risk (collection would require lethal doses); RDD = weapon of mass disruption not destruction; ZNPP safeguards gap = unprecedented in IAEA history"
"chernobyl_mental_health_psychosocial_REAL.csv","health_data","8_rows","1986-2026","Mental health as primary Chernobyl burden (WHO 2005): PTSD 26-35% liquidators (Rahu 2006; higher than Vietnam veterans 15-30%); depression 35% vs 15% controls (Havenaar 1997; RR=2.3); mechanism: radiation anxiety + displacement loss + stigma + information uncertainty (dose uncertainty PTSD r=0.28; actual dose NOT correlated with depression = psychosocial not radiological cause); 3-5× higher physician visits from radiation anxiety; surveillance effect inflates cancer detection; self-settlers BETTER mental health than evacuated (home attachment > radiation anxiety = agency paradox); liquidator suicide elevated ~35-40% (confounded by post-Soviet collapse); intergenerational trauma transmission (Bromet 2011; no heritable biological effects but PTSD transmitted); post-Fukushima: evacuation caused ~2,000 deaths vs 1 radiation death = Chernobyl lesson NOT applied; ICRP 111 framework for rehabilitation vs evacuation","Rahu 2006; Havenaar 1997; WHO Chernobyl Forum 2005; neuropsychiatric_longterm_health_REAL.csv; chernobyl_social_displacement_REAL.csv","Mental health = largest public health consequence (millions affected vs 4,000-6,600 cancer deaths); radiation anxiety driven by uncertainty and stigma NOT actual dose; forced evacuation of mildly contaminated areas causes psychosocial harm > radiation benefit (Fukushima confirmed); evidence-based response: factual risk communication + community support + no unnecessary evacuation = saves more lives than conservative radiological protection"
"rbmk_operational_history_REAL.csv","historical_context","8_rows","1973-2026","RBMK operational history: 17 RBMK-1000 + 2 RBMK-1500 units built; Leningrad NPP (1973 first; 1975 classified power excursion = missed warning; all 4 shutdown 2018-2020 → replaced by VVER-1200); Ignalina Lithuania (RBMK-1500; 1983+1987; closed 2004+2009 as EU accession condition; led to fossil fuel substitution + Russian energy dependency); Chernobyl Units 1-3 (restarted 1986-1987 for power production; Unit 2 fire 1991; Unit 1 shutdown 1996; Unit 3 final shutdown December 15 2000; Units 5+6 never completed; abandoned 70%+50% complete); currently operating Russia 5 RBMK units (Kursk 2 + Smolensk 3; 35-48yr old; graphite creep aging concern; positive void coefficient still positive at low power; Rosatom committing to phase out by 2030-2035); global legacy: RBMK taught 5 safety lessons (positive void prohibited; containment required; transparency mandatory; independent regulator; defense in depth)","IAEA PRIS; rbmk_safety_modifications_REAL.csv; nuclear_safety_culture_REAL.csv; chernobyl_unit_operations_REAL.csv","Leningrad 1975 classified accident = direct causal chain to Chernobyl; Ignalina closure increased Russian energy leverage over Baltic states (geopolitical nuclear consequence); 5 RBMKs still running Russia 2026 at 35-48yr = beyond design life; graphite creep = primary aging challenge; RBMK will be last operating by 2030-2035 per Rosatom commitment"
"nuclear_power_economics_REAL.csv","nuclear_physics_reference","8_rows","energy_economics","Nuclear power economics: LCOE nuclear $70-120/MWh new build vs solar $30-60 vs wind $25-50 (but nuclear = firm 24/7 capacity; integration cost adds $10-30/MWh to variable renewables); Chernobyl total economic cost $235-700B; Ukraine nuclear 55-60% pre-war electricity at $30-40/MWh (fully depreciated); Soviet nuclear economics: no decommissioning fund + no insurance + no accident liability = artificially cheap; post-2022 fuel switch Westinghouse; LCOE components (capital 50-70%; O&M 15-25%; fuel 10-15%); RBMK no-containment savings $500-800/kW; ISF-2 €168M construction (passive = $3M/yr vs ISF-1 wet pool $8M/yr); decommissioning $300-800M/unit (US); nuclear lifecycle CO₂ = 12 gCO₂/kWh = equivalent to wind; post-Chernobyl nuclear pause: ~10-15 GW fossil fuel substitution → 1.8 billion tCO₂ additional + 50,000-100,000 air pollution deaths","IEA 2022; chernobyl_economic_impact_REAL.csv; ukraine_nuclear_fleet_REAL.csv; Hansen 2013","Nuclear pause post-Chernobyl = substituted coal → more deaths from air pollution than Chernobyl itself; existing nuclear = cheapest source ($20-35/MWh); new nuclear expensive vs renewables but provides firm low-carbon power; correct LCOE must include: insurance + decommissioning + accident liability; Soviet nuclear was cheap only by excluding these costs"
"chernobyl_iodine_deficiency_REAL.csv","health_data","7_rows","1986-2026","Iodine deficiency amplification of Chernobyl thyroid doses: Ukraine/Belarus moderate-severe iodine deficiency in 1986 (goiter 20-45% children; UIC below 100 µg/L); NIS upregulation mechanism (low iodine → high TSH → NIS upregulation → 100-200× concentration factor vs 20-50× normal → 4-6× higher thyroid dose per Bq I-131); Soviet salt iodization: nominal program with poor compliance; KIO₃ instability in storage; quantitative amplification 2-3× higher doses in deficient regions (Likhtarev 1994; 150,000 measurements); NCI UkrAm ERR/Gy=1.91 incorporates 1.5-2× iodine deficiency correction; KI timing curve (90% at 1hr; 40% at 4hr; 0% at 8hr); Soviet KI stockpiles existed but NOT distributed (political decision to avoid panic); Belarus median thyroid dose preschoolers 1.4 Gy (range 0.01-50 Gy; log-normal GSD 3-5); Ukraine 2019 UIC=75 µg/L = still mild-moderate deficient; mandatory iodization law 2002 only 50% compliant","Likhtarev 1994; Bouville 2007; WHO UNICEF 2019; iodine_thyroid_physiology_REAL.csv; nci_ukraine_thyroid_cohort_REAL.csv","IF Ukraine/Belarus had been iodine-sufficient in 1986: 2-3× lower thyroid doses; IF KI also distributed: 20-30× lower doses total; combined result: 6,000 thyroid cancers → ~200-300; Ukraine still mildly iodine-deficient in 2026 = vulnerability for future nuclear events; NIS upregulation derivation: LOW iodine → HIGH TSH → HIGH NIS expression → HIGH I-131 uptake = mechanistically clear cause-effect chain"
"radiation_protection_practical_REAL.csv","nuclear_physics_reference","8_rows","radiation_protection_fundamentals","Practical radiation protection: time/distance/shielding (dose = dose rate × time; inverse square law H=H₀(d₀/d)²; HVL lead=7mm for Cs-137 662 keV → 10 HVL=70mm = 1024× reduction); ALARA principle; PPE (coveralls+gloves = contamination control NOT gamma shielding; PF cotton mask=2 vs SCBA=10,000; 1986 liquidators mostly inadequate respiratory protection); area classification (Yellow <0.5 µSv/hr; Orange 0.5-2; Red >2; Black >10; Prypiat=Red at 4.932 µSv/hr = occupationally workable with monitoring but not habitable); WBC whole body counter 270 Bq Cs-137 detection; KI thyroid blocking (90% effective if taken <1hr before; contraindicated thyroid disease; Soviet failure to distribute = preventable 6000+ thyroid cancers); decontamination (shower removes 95%+; clothing removal 60-80%; Prussian Blue for Cs-137 internal; Ca-DTPA for Pu/Am; CEZ vehicle graveyard 800+ vehicles); TLD/OSL/EPD dosimetry; PAZ/UPZ evacuation zones","ICRP 103; IAEA GSG-7 2018; IAEA GSR Part 7 2015; nuclear_emergency_planning_REAL.csv; iodine_thyroid_physiology_REAL.csv; chernobyl_first_responders_medical_REAL.csv","Cotton mask PF≈2 = essentially useless for fine aerosol (1986 liquidators routinely issued these); Soviet failure to issue KI preventable 6000+ thyroid cancers (Poland success = proof of concept); WBC detection limit (270 Bq) = committed dose 3.5 nSv = clinically negligible but detectable; Prypiat at 4.932 µSv/hr = below occupational limit for 8hr/day work but 43× above public limit for continuous residence"
"fission_reactor_thermal_physics_REAL.csv","nuclear_physics_reference","8_rows","nuclear_engineering_fundamentals","Reactor thermal physics: Rankine cycle efficiency (RBMK 31.25% = 1000MWe/3200MWt; Carnot limit 47.7%; PWR 33-36%; CCGT 55-60%); RBMK turbine (2×K-500; 6.3 MPa; 284°C; 5600 t/hr steam; coast-down test = accident trigger); power density (RBMK 5 W/cm³ average vs PWR 100 W/cm³; peak 15 W/cm³; CHF margin 0.3-0.8 normal; exceeded 200× in accident); ANS-5.1 decay heat (P/P₀: 7% at 1s; 3.3% at 1min; 1.5% at 1hr; 0.6% at 1 day; 0.1% at 1yr; 106 MW decay heat at 1min post-shutdown for RBMK); boiling heat transfer regimes (nucleate → CHF → film boiling; Zr oxidation >900°C); steam explosion vs H₂ detonation (FIRST explosion=steam from prompt criticality; SECOND=H₂ detonation 3s later; both confirmed by seismic + witness + destruction pattern); DWO density wave oscillations (0.1-1 Hz; classified 1983 VNIIAES report; not implemented; DWO + void coefficient = instability at 200 MWt); UO₂ thermal conductivity 3.6 W/m/K (melts at 2865°C; accident: 200× power → melt + vaporize in <1s → fuel particle size distribution)","Knief 1992; Todreas Kazimi 1990; ANS-5.1; Kholosha 1997; rbmk_thermal_hydraulics_REAL.csv; fuel_particle_contamination_REAL.csv","RBMK low efficiency (31%) vs fossil fuel because lower steam temperature (nuclear safety limits); decay heat = reason ECCS exists; disabling ECCS for test = removing primary safety system; steam explosion (not nuclear detonation) = first explosion mechanism confirmed; UO₂ completely melted and partially vaporized in <1s during excursion = explains fuel particle size distribution from µm to cm"
"CTBTO_IMS_monitoring_REAL.csv","monitoring_data","8_rows","1986-2026","CTBTO International Monitoring System: 337 stations 4 technologies (seismic/hydroacoustic/infrasound/radionuclide); noble gas Xe-133/Xe-135 ratio discriminates reactor accident from nuclear explosion (>95% accuracy; ratio >>3 = reactor signature); Forsmark April 28 1986 contaminated shoe → 66hr detection delay vs 2026 EURDEP equivalent 30-60 min; Fukushima 2011 Xe-133 detected all 40 noble gas stations globally; Nenoksa 2019 nuclear propulsion attributed by Ru-106+Ba-140+La-140; EURDEP 5000+ stations 10-min updates (39 European countries); SaveEcoBot 200+ Ukraine stations (Prypiat 4.932 µSv/hr; Chernobyl city 0.209 µSv/hr April 2026); IMS not in force (US/China/India/Pakistan/Israel/Iran/Egypt/NK not ratified CTBT) but 185 signatories share data","IAEA IMS; CTBTO documentation; Stohl 2012 Atm Chem Phys; modern_monitoring_REAL.csv; atmospheric_transport_plume_REAL.csv","Xe-133/Xe-135>>3 = reactor accident (sustained multi-day release + older fission products); fresh nuclear explosion signature reversed; no state could conceal Chernobyl-scale release today for >60 min; Nenoksa 2019 = CTBTO attribution proof-of-concept; EURDEP detection improvement 600,000× since 1986 (150× more stations × 4000× faster reporting)"
"chernobyl_ARS_clinical_protocol_REAL.csv","health_data","8_rows","1986-2026","ARS clinical management: Grade I-IV grading (lymphocyte nadir + dose thresholds: Grade I 1-2 Gy; Grade IV >6 Gy); prodromal vomiting onset <30min = >6 Gy; >2hr = 1-2 Gy (practical dosimetry); Hospital No. 6 Moscow (Dr. Guskova; 134 ARS patients; 28 deaths); BMT: 13 attempted; 2 engraftments; ALL 13 died → Guskova finding: >8 Gy multi-organ failure makes BMT futile (changed global protocols); GI syndrome >6 Gy (crypt stem cell loss → bacterial translocation → sepsis; fatal >12 Gy); modern advances G-CSF approved 1991 (would save 5-10 additional); romiplostim FDA MCM 2021; REAC/TS registry (2714 accidents; 3048 ARS cases; 127 deaths globally); REMPAN 43 centers 28 countries; global ARS capacity 2000-3000 beds (overwhelmed 20-25× by nuclear detonation scenario)","Guskova 2001 J Radiol Prot; Baranov 1989 BMJ; IAEA EPR-Medical 2018; Waselenko 2004 Ann Intern Med; REAC/TS Registry 2023; ars_cases_REAL.csv","Guskova BMT failure finding = most important radiation medicine advance from Chernobyl (changed BMT indication from >3 Gy to 3-7 Gy window only); 134 ARS cases = 4.4% of all globally registered ARS cases; 28 deaths = 22% of all registered ARS deaths from single event; cotton mask PF=2=useless (Soviet PPE failure); family radiation case Lyudmila Ignatenko 100-300 mSv bedside + fetal loss documented"
"nuclear_reactor_materials_science_REAL.csv","nuclear_physics_reference","8_rows","nuclear_engineering","Reactor materials science: Zr-1Nb (E-110) cladding oxidation above 900°C → Zr+2H₂O→ZrO₂+2H₂ (ΔH=−602 kJ/mol); ~10t Zr RBMK → 220 kg H₂ theoretical → hydrogen detonation (second explosion); graphite irradiation damage (c-axis expansion + turnaround at ~5×10²² n/cm²; Wigner energy annealing at RBMK operating T prevents Windscale-type fire); UO₂ fission gas release negligible below 1600°C; complete above 2865°C; RPV steel embrittlement (Cu-rich precipitates; RTNDT shift; IAEA SSG-41 surveillance program); corium density 7000-9000 kg/m³ (UO₂+Zr silicate glass; stable; no re-criticality); concrete radiation effects (gamma >100 MGy → 30-60% strength loss); fuel failure modes (PCI; fretting; DHC); RBMK graphite aging 2026 (5 units at 36-48yr; fluence 3-5×10²² n/cm² approaching turnaround)","Levin 2009; Burchell 1999; IAEA-TECDOC-1340; Pazukhin 1994; rbmk_fuel_specifications_REAL.csv; corium_fcm_physics_REAL.csv","Zr-water reaction produced hydrogen for second Chernobyl explosion (confirmed by seismic + blast pattern); RBMK graphite operating at 280-350°C prevents Wigner energy accumulation (unlike Windscale 150°C); E-110 (Zr-1Nb) retained for all operating RBMK + Ukrainian VVER fleet; 5 RBMK units operating Russia 2026 beyond 30yr design life at aging graphite concern"
"chernobyl_first_hours_decision_REAL.csv","historical_context","8_rows","1986_accident_first_hours","First hours decision-making: 01:23:04-01:23:47 accident sequence (AZ-5 SCRAM → graphite tip +3-4β → prompt criticality → steam explosion → H₂ detonation); first firefighter response 01:28 (Major Telyatnikov; 69 firefighters; DP-5 saturated at 200 R/hr = false 3.6 R/hr reading → unprotected roof operations; 10-16 Gy/hr actual); Dyatlov/Bryukhanov false assessment (reactor intact claimed; 3.6 R/hr telegram to Moscow 05:00); medical response onset 01:35 (vomiting within 1hr = >6 Gy triage); Party notification chain distortion at each level (plant→Kiev→Moscow each minimized); evacuation decision 36hr delay (Party approval required; Pripyat 49,000 evacuated April 27 14:00); KGB accurate report within 12hr (declassified 2001; contradicted plant management claims); Forsmark April 28 07:00 forced Soviet TASS disclosure 66hr post-accident","Kholosha 1997; INSAG-7 1992; Legasov 1988 memoirs; chernobyl_accident_chronology_REAL.csv; international_response_1986_REAL.csv","36hr evacuation delay = preventable thyroid dose (children continued outdoor activities April 26-27); DP-5 saturation = firefighters unknowingly received 10-16 Gy/hr; Soviet hierarchy filtered bad news upward at every level (INSAG-7: systemic organizational failure); KGB had accurate information but could not override Party communication channels; each hour of evacuation delay ~5-10 mGy additional thyroid dose per child in Pripyat"
"radiation_hormesis_REAL.csv","nuclear_physics_reference","8_rows","radiation_biology_controversy","Radiation hormesis: proposed biphasic dose-response (low-dose benefit above unexposed baseline; harm above ~100 mGy); mechanisms proposed: adaptive response (AR); antioxidant enzyme induction; NK cell stimulation; evidence: AR replicated in cell culture (Wolff 1989); Ramsar Iran 260 mSv/yr natural background (no significant excess cancer; Ghiassi-Nejad 2002; but small population + confounders); Kerala India thorium monazite (3-70 mSv/yr; Nair 2009 n=69958; no dose-response); LNT establishment history (Muller 1946 Nobel; BEAR 1956; ICRP 1958 adoption); INWORKS 308297 nuclear workers: confirms LNT at 10-100 mSv (ERR/100mSv leukemia=2.96; no threshold); Techa River cohort (n=29873; ERR/Gy=3.7 leukemia; linear; no threshold; protracted exposure); ICRP 138 2022: reaffirms LNT for protection; hormesis not accepted","ICRP 103 2007; ICRP 138 2022; Wolff 1989 Radiat Res; Ghiassi-Nejad 2002; Richardson 2015 BMJ; INWORKS; contested_radiation_science_REAL.csv","Hormesis exists at cell culture level (AR replicated); NOT proven as cancer protection in humans; Ramsar + Kerala too small for definitive test; INWORKS + Techa River: LNT fits best; ICRP retains LNT because: mechanistic basis (single track → DSB) + no threshold mechanism + ATM heterozygotes (1% population) have no AR; policy difference LNT vs hormesis = 25000 vs 0 projected Chernobyl cancer deaths in Europe (WHO Forum vs SARI claims)"
"chernobyl_legacy_nuclear_policy_REAL.csv","historical_context","8_rows","nuclear_policy_1986_2026","Post-Chernobyl nuclear policy legacy: US NRC NUREG-1250 1987 (no design changes needed for US PWR/BWR; human factors + emergency response review); WANO established May 1989 Moscow (450 member organizations; 800+ units; peer reviews + SER sharing + PI reporting); Convention on Nuclear Safety 1994 (90 contracting parties; independent regulator requirement; PSA; emergency preparedness; defense in depth; Vienna Declaration 2015 post-Fukushima); INSAG-7 1992 revised INSAG-1 (dual causation: operator + design; introduced safety culture concept; INSAG-4 definition adopted globally); PSA mandate (RBMK had no PSA in 1986; now required by IAEA NUSS + EU; CDF target <10⁻⁵/yr); post-Fukushima FLEX + EU stress tests + NRC NTTF 50 orders; Ukraine post-2022 Westinghouse fuel diversification + SNRIU independence; nuclear resurgence 2022-2026 (EU taxonomy sustainable; UK EPR2; Poland first NPP site; SMR programs)","INSAG-7 1992; CNS 1994; IAEA NUSS; NRC NTTF 2011; Rosatom Annual Report 2024; nuclear_safety_culture_REAL.csv","WANO: transformed nuclear industry from proprietary operating experience to mandatory sharing; CNS independent regulator requirement = direct Chernobyl lesson (Soviet operator=regulator dual role); PSA adoption: Chernobyl accident sequence not in deterministic analysis scope → drove probabilistic approaches; post-Fukushima FLEX strategies = diversity against beyond-design-basis events; nuclear energy security argument (2022) reversing post-Chernobyl/Fukushima phase-outs"
"chernobyl_death_rates_mortality_REAL.csv","health_data","8_rows","1986-2026","Comprehensive mortality: 2 immediate deaths (Khodemchuk; Shashenok) April 26 1986; 28 confirmed ARS deaths (Hospital No. 6; April-November 1986; all first-responders; doses 4-16 Gy; named individuals documented); 15-25 thyroid cancer deaths (from 6000+ cases; 99.7% survival; CFR 0.3%); projected cancer deaths: UNSCEAR 4000 / WHO 4000 / IARC 16000-25000 / TORCH 60000 (differences in population scope + DDREF + risk transfer models); indirect evacuation deaths: 1200-2200 (stress + CVD + substance abuse); liquidator leukemia excess: 40-100 confirmed deaths; CVD excess: ERR/Gy=0.47 (Muirhead 2009; 200-400 projected deaths); total confirmed radiation deaths ~45-55; total projected including indirect: 5500-28000","Guskova 2001; INSAG-7 1992; UNSCEAR 2008; WHO Chernobyl Forum 2005; Cardis 2006 BMJ; TORCH 2006; ars_cases_REAL.csv; liquidator_health_outcomes_REAL.csv","28 ARS deaths ALL first-responders (operators + firefighters); youngest age 23; NAMED: Pravik; Ignatenko; Akimov; Toptunov; Kibenok; Vashchuk; Titenok; Tischura + others; thyroid cancer epidemic = morbidity burden (6000 cases) not mortality burden (~20 deaths; 98%+ survival); UNSCEAR 4000 vs IARC 25000 difference = population scope + DDREF not fundamental disagreement about physics; evacuation harm (1200-2200 indirect deaths) rivals radiation harm in some estimates = ICRP 111 lesson"
"chernobyl_evacuation_logistics_REAL.csv","historical_context","8_rows","1986-2026","Evacuation logistics: 1100 buses + 35 trucks + 11 trains; Pripyat 49360 persons evacuated April 27 14:00-17:30 (36hr post-accident; 3hr operation); 30km zone 116000 persons April 27 - May 6; total displaced 350000 (1986-1990; Belarus + Ukraine + Russia); dose avoided: 200-450 mSv prevented lifetime dose per person in high-dose zones (benefit); harm: 1200-2200 indirect deaths from evacuation stress + disruption; ICRP 111: <20 mSv/yr areas should NOT be evacuated (harm > benefit); KI not distributed at reception; Slavutych new city built 1987 (26000 persons); samosely 700 elderly returned illegally (better mental health than age-matched evacuees); modern PAZ/UPZ pre-authorized evacuation (no political approval); ZNPP 2022: no emergency planning possible under Russian occupation","Medvedev 1990; chernobyl_accident_chronology_REAL.csv; nuclear_emergency_planning_REAL.csv; chernobyl_social_displacement_REAL.csv","36hr delay = preventable thyroid dose to 49000 Pripyat residents; DP-5 saturation (false 3.6 R/hr) = firefighters unknowingly exposed to 10-16 Gy/hr; samosely natural experiment: better outcomes than forced evacuees = ICRP 111 confirmation; post-Fukushima Japan: over-evacuation caused 2000 deaths vs 1 radiation death = Chernobyl lesson partially not applied; modern standard: PAZ (3-5km) automatic + no political approval needed"
"chernobyl_plume_europe_countries_REAL.csv","contamination_data","8_rows","1986-2026","Country-by-country European contamination: Belarus (70000 km² >37 kBq/m² Cs-137; 33% national territory; highest outside Ukraine); Ukraine (37500 km² >37 kBq/m²; 2600 km² Zone of Alienation); Russia (57000 km²; Bryansk Oblast up to 1480 kBq/m²); Scandinavia (Sweden 30000 km² >10 kBq/m²; reindeer pathway; restrictions 10+ years); Germany Bavaria (up to 200 kBq/m²; May 8 thunderstorm wet deposition; wild boar still >600 Bq/kg Cs-137 in 2026); UK Wales/Scotland (up to 40 kBq/m²; sheep restrictions LASTED UNTIL 2012); France (IRSN documented contamination; government falsely claimed 'cloud stopped at border'); Poland (KI distributed 18M doses → ZERO excess thyroid cancer; same deposits as borderline Soviet areas); European collective dose 600000 person-Sv; LNT projects 30000 cancer deaths (lifetime); UNSCEAR: 4000 in high-exposure groups only","European_deposition_REAL.csv; food_agricultural_contamination_REAL.csv; chernobyl_iodine_deficiency_REAL.csv; atmospheric_transport_plume_REAL.csv","Poland KI success = most powerful evidence for Soviet KI policy failure: same I-131 doses + KI = zero excess thyroid cancer vs 6000+ without KI; Bavaria wild boar STILL >EU limit in 2026 = 40yr persistence; UK sheep restrictions 26yr = longest Chernobyl agricultural restriction in Western Europe; France government denial 1986 = trust damage in nuclear authorities; Chernobyl European collective dose = 0.5% of natural background collective dose over same period"
